path,audit_status
.github/workflows/validate-screenplay.yml,CONTROL_HOSTED_CI_PASS
.github/workflows/validate.yml,CONTROL_HOSTED_CI_PASS
.gitignore,PASS_STATIC
CHANGELOG.md,RECONCILED_0_25_0
CONTRIBUTING.md,PASS_STATIC
NEW_CHAT_HANDOVER.md,REFRESHED_CURRENT_HANDOVER
README.md,REFRESHED_CURRENT_STATE
RIGHTS_AND_PERMISSIONS.md,OPEN_OWNER_DECISION
STATUS.md,REFRESHED_CURRENT_STATE
docs/01-vision/01_vision_and_research_foundation.md,PASS_STATIC
docs/02-literary-analysis/02_literary_analysis.md,PASS_STATIC
docs/03-historical-world/03C_maritime_trade_and_ships.md,PASS_STATIC
docs/03-historical-world/03D_costume_textiles_and_personal_ornament.md,PASS_STATIC
docs/03-historical-world/03E_religious_communities_and_philosophical_schools.md,PASS_STATIC
docs/03-historical-world/03F_food_hunger_famine_and_amudhasurabhi.md,PASS_STATIC
docs/03-historical-world/03G_geography_travel_routes_and_manipallavam.md,PASS_STATIC
docs/03-historical-world/03H_architecture_water_systems_and_urban_infrastructure.md,PASS_STATIC
docs/03-historical-world/03I_economy_labour_trade_guilds_and_material_culture.md,PASS_STATIC
docs/03-historical-world/03J_kingship_law_justice_and_state_power.md,PASS_STATIC
docs/03-historical-world/03K_women_gender_desire_and_agency.md,PASS_STATIC
docs/03-historical-world/03_historical_tamilakam.md,PASS_STATIC
docs/03-historical-world/puhar/03A_puhar_city_dossier.md,PASS_STATIC
docs/03-historical-world/puhar/03B_indra_festival_source_dossier.md,PASS_STATIC
docs/04-characters/04A_manimekalai_character_bible.md,PASS_STATIC
docs/04-characters/04B_madhavi_character_bible.md,PASS_STATIC
docs/04-characters/04C_sudhamathi_character_bible.md,PASS_STATIC
docs/04-characters/04D_udayakumaran_character_bible.md,REPAIRED_CROSSWALK
docs/04-characters/04D_udayakumaran_decision_crosswalk_errata.md,REPAIRED_CROSSWALK
docs/04-characters/04E_aravana_adigal_character_bible.md,PASS_STATIC
docs/04-characters/04F_chitrapathi_character_bible.md,PASS_STATIC
docs/04-characters/04G_rajamadevi_character_bible.md,PASS_STATIC
docs/04-characters/04H_aputhiran_character_bible.md,PASS_STATIC
docs/04-characters/04I_kanchanan_character_bible.md,PASS_STATIC
docs/04-characters/04J_punniyarajan_character_bible.md,PASS_STATIC
docs/04-characters/04K_aadhirai_character_bible.md,REPAIRED
docs/04-characters/README.md,REPAIRED
docs/05-philosophy/05A_philosophical_map.md,PASS_STATIC
docs/05-philosophy/05B_knowledge_and_debate.md,PASS_STATIC
docs/05-philosophy/05C_ethics_hunger_liberation.md,PASS_STATIC
docs/05-philosophy/05D_philosophical_schools_deep_dive.md,PASS_STATIC
docs/05-philosophy/05E_manimekalai_intellectual_journey.md,PASS_STATIC
docs/05-philosophy/05F_philosophy_to_screen_matrix.csv,PASS_STATIC
docs/05-philosophy/README.md,PASS_WITH_ARCHIVAL_NEXT_PHASE
docs/06-adaptation-decisions/03H_architecture_decisions.csv,PASS_STATIC
docs/06-adaptation-decisions/03I_economy_decisions.csv,PASS_STATIC
docs/06-adaptation-decisions/decision_log.csv,PASS_STATIC
docs/06-adaptation-decisions/decision_log_03J_kingship.csv,REPAIRED
docs/06-adaptation-decisions/decision_log_03K_gender_agency.csv,PASS_STATIC
docs/06-adaptation-decisions/decision_log_04A_manimekalai.csv,PASS_STATIC
docs/06-adaptation-decisions/decision_log_04B_madhavi.csv,PASS_STATIC
docs/06-adaptation-decisions/decision_log_04C_sudhamathi.csv,PASS_STATIC
docs/06-adaptation-decisions/decision_log_04D_udayakumaran.csv,REPAIRED_EXECUTED_PASS
docs/06-adaptation-decisions/decision_log_04E_aravana_adigal.csv,PASS_STATIC
docs/06-adaptation-decisions/decision_log_04F_chitrapathi.csv,PASS_STATIC
docs/06-adaptation-decisions/decision_log_04G_rajamadevi.csv,PASS_STATIC
docs/06-adaptation-decisions/decision_log_04H_aputhiran.csv,PASS_STATIC
docs/06-adaptation-decisions/decision_log_04I_kanchanan.csv,PASS_STATIC
docs/06-adaptation-decisions/decision_log_04J_punniyarajan.csv,PASS_STATIC
docs/06-adaptation-decisions/decision_log_04K_aadhirai.csv,PASS_STATIC
docs/06-adaptation-decisions/geography_decision_log.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/03H_architecture_scenes.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/03I_economy_scenes.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/character_spine_04A_manimekalai.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/geography_scene_matrix.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/screenplay_evidence_matrix.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/screenplay_evidence_matrix_03J_kingship.csv,REPAIRED
docs/07-screenplay-evidence-matrix/screenplay_evidence_matrix_03K_gender_agency.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/screenplay_evidence_matrix_04B_madhavi.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/screenplay_evidence_matrix_04C_sudhamathi.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/screenplay_evidence_matrix_04D_udayakumaran.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/screenplay_evidence_matrix_04E_aravana_adigal.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/screenplay_evidence_matrix_04F_chitrapathi.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/screenplay_evidence_matrix_04G_rajamadevi.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/screenplay_evidence_matrix_04H_aputhiran.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/screenplay_evidence_matrix_04I_kanchanan.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/screenplay_evidence_matrix_04J_punniyarajan.csv,PASS_STATIC
docs/07-screenplay-evidence-matrix/screenplay_evidence_matrix_04K_aadhirai.csv,PASS_STATIC
docs/08-storyboard-bible/README.md,FOUNDATION_ONLY
docs/09-production-design/README.md,FOUNDATION_ONLY
docs/10-screenplay-architecture/10A_master_feature_architecture.md,PASS_WITH_STALE_TERMINOLOGY
docs/10-screenplay-architecture/10A_sequence_map.csv,PASS_STATIC
docs/10-screenplay-architecture/10B_feature_unit_matrix.csv,PASS_STATIC
docs/10-screenplay-architecture/10B_scene_disposition_ledger.csv,PASS_STATIC
docs/10-screenplay-architecture/10B_scene_selection_and_consolidation.md,PASS_STATIC
docs/10-screenplay-architecture/10C_character_state_progression.csv,PASS_STATIC
docs/10-screenplay-architecture/10C_continuity_checklist.md,PASS_WITH_ARCHIVAL_WORDING
docs/10-screenplay-architecture/10C_sequence_beat_sheets.md,PASS_WITH_ARCHIVAL_WORDING
docs/10-screenplay-architecture/10C_unit_runtime_matrix.csv,PASS_STATIC
docs/10-screenplay-architecture/10D_act_i_treatment.md,PASS_WITH_STALE_AADHIRAI_WORDING
docs/10-screenplay-architecture/10D_act_ii_treatment.md,PASS_WITH_STALE_AADHIRAI_WORDING
docs/10-screenplay-architecture/10D_act_iii_treatment.md,PASS_WITH_STALE_AADHIRAI_WORDING
docs/10-screenplay-architecture/10D_feature_treatment.md,PASS_WITH_STALE_AADHIRAI_WORDING
docs/10-screenplay-architecture/10D_traceability_appendix.csv,PASS_STATIC
docs/10-screenplay-architecture/10E-screenplay-draft/README.md,REPAIRED
docs/10-screenplay-architecture/10E-screenplay-draft/SEQ-01_the_city_before_the_storm.fountain,PASS_STATIC
docs/10-screenplay-architecture/10E-screenplay-draft/SEQ-02_the_woman_who_refuses_a_destiny.fountain,PASS_STATIC
docs/10-screenplay-architecture/10E-screenplay-draft/SEQ-03_the_island_of_memory.fountain,PASS_STATIC
docs/10-screenplay-architecture/10E-screenplay-draft/SEQ-04_the_bowl_and_the_hungry_city.fountain,PASS_STATIC_IMPLEMENTED
docs/10-screenplay-architecture/10E-screenplay-draft/SEQ-05_the_prince_and_the_shadow.fountain,PASS_STATIC
docs/10-screenplay-architecture/10E-screenplay-draft/SEQ-06_the_palace_of_grief.fountain,PASS_STATIC
docs/10-screenplay-architecture/10E-screenplay-draft/SEQ-07_the_queen_learns_to_listen.fountain,PASS_STATIC
docs/10-screenplay-architecture/10E-screenplay-draft/SEQ-08_the_king_who_was_a_beggar.fountain,PASS_STATIC
docs/10-screenplay-architecture/10E-screenplay-draft/SEQ-09_the_questions_of_truth.fountain,PASS_STRUCTURE_REPAIRED_TRACE
docs/10-screenplay-architecture/10E-screenplay-draft/SEQ-10_the_bowl_beyond_its_owner.fountain,PASS_STRUCTURE_REPAIRED_TRACE
docs/10-screenplay-architecture/10F-bilingual-screenplay/EN/README.md,PASS_STATIC
docs/10-screenplay-architecture/10F-bilingual-screenplay/README.md,PASS_STATIC
docs/10-screenplay-architecture/10F-bilingual-screenplay/TA/README.md,PASS_STATIC
docs/10-screenplay-architecture/10F-bilingual-screenplay/TA/SEQ-01_புயலுக்கு_முன்_நகரம்.fountain,PASS_STRUCTURE_REVIEW_OPEN
docs/10-screenplay-architecture/10F-bilingual-screenplay/TA/SEQ-02_விதியை_மறுக்கும்_பெண்.fountain,PASS_STRUCTURE_REVIEW_OPEN
docs/10-screenplay-architecture/10F-bilingual-screenplay/TA/SEQ-03_நினைவின்_தீவு.fountain,PASS_STRUCTURE_INTERNAL_SEMANTIC_COMPLETE
docs/10-screenplay-architecture/10F-bilingual-screenplay/TA/SEQ-04_பாத்திரமும்_பசியுற்ற_நகரமும்.fountain,PASS_STATIC_IMPLEMENTED
docs/10-screenplay-architecture/10F-bilingual-screenplay/TA/SEQ-05_அரசகுமாரனும்_நிழலும்.fountain,PASS_STRUCTURE_CRITICAL_LANGUAGE_REVIEW
docs/10-screenplay-architecture/10F-bilingual-screenplay/TA/SEQ-06_துயரத்தின்_அரண்மனை.fountain,PASS_STRUCTURE_CRITICAL_LANGUAGE_REVIEW
docs/10-screenplay-architecture/10F-bilingual-screenplay/TA/SEQ-07_அரசி_கேட்கக்_கற்ற_நாள்.fountain,PASS_STRUCTURE_CRITICAL_LANGUAGE_REVIEW
docs/10-screenplay-architecture/10F-bilingual-screenplay/TA/SEQ-08_பிச்சைக்காரனாக_இருந்த_மன்னன்.fountain,PASS_STRUCTURE_REVIEW_OPEN
docs/10-screenplay-architecture/10F-bilingual-screenplay/TA/SEQ-09_உண்மையின்_கேள்விகள்.fountain,PASS_STRUCTURE_REPAIRED_TRACE
docs/10-screenplay-architecture/10F-bilingual-screenplay/TA/SEQ-10_உரிமையாளரைக்_கடந்த_பாத்திரம்.fountain,PASS_STRUCTURE_REPAIRED_TRACE
docs/10-screenplay-architecture/10F-bilingual-screenplay/translation_guidelines.md,OPEN_POLICY_NORMALIZATION
docs/10-screenplay-architecture/10G-dialogue-and-parity-review/README.md,REPAIRED
docs/10-screenplay-architecture/10G-dialogue-and-parity-review/aadhirai-sequence-04-perspective-review.md,HISTORICAL_SUPERSEDED_STATUS
docs/10-screenplay-architecture/10G-dialogue-and-parity-review/aputhiran-sequences-04-08-perspective-review.md,PASS_PROPOSAL_RECORD
docs/10-screenplay-architecture/10G-dialogue-and-parity-review/kayasandihai-kanchanan-sequences-04-05-perspective-review.md,PASS_PROPOSAL_RECORD
docs/10-screenplay-architecture/10G-dialogue-and-parity-review/madhavi-sequences-01-02-review.md,PASS_PROPOSAL_RECORD
docs/10-screenplay-architecture/10G-dialogue-and-parity-review/prison-education-institutional-reform-sequences-04-07-perspective-review.md,PASS_PROPOSAL_RECORD
docs/10-screenplay-architecture/10G-dialogue-and-parity-review/review_register.csv,CREATED_AUDIT_CONTROL
docs/10-screenplay-architecture/10G-dialogue-and-parity-review/sudhamathi-sequences-01-02-review.md,PASS_PROPOSAL_RECORD
docs/10-screenplay-architecture/10G-dialogue-and-parity-review/tamil-sequence-03-semantic-review.md,PASS_INTERNAL_SEMANTIC_REVIEW
docs/10-screenplay-architecture/10G-dialogue-and-parity-review/tamil-sequence-05-spoken-performance-review.md,PASS_INTERNAL_PERFORMANCE_REVIEW
docs/10-screenplay-architecture/10G-dialogue-and-parity-review/udayakumaran-grief-accountability-sequences-02-07-perspective-review.md,PASS_PROPOSAL_RECORD
docs/10-screenplay-architecture/10G-dialogue-and-parity-review/venpa-creative-revision-queue.md,HISTORICAL_SUPERSEDED_STATUS
docs/10-screenplay-architecture/10G-dialogue-and-parity-review/venpa-perspective-master-decision-register.md,PASS_AUTHORITY
docs/10-screenplay-architecture/10H-source-perspectives/README.md,REPAIRED
docs/10-screenplay-architecture/10H-source-perspectives/venpa-decision-readiness-queue.md,PASS_DECISION_EVIDENCE
docs/10-screenplay-architecture/10H-source-perspectives/venpa-digital-location-crosswalk.md,PASS_DECISION_EVIDENCE
docs/10-screenplay-architecture/10H-source-perspectives/venpa-primary-source-compatibility-packet.md,PASS_DECISION_EVIDENCE
docs/10-screenplay-architecture/10H-source-perspectives/venpa-proposed-evidence-packet.md,PASS_DECISION_EVIDENCE
docs/10-screenplay-architecture/10H-source-perspectives/venpa-stage-1-explicit-decision-record.md,PASS_DECISION_EVIDENCE
docs/10-screenplay-architecture/10H-source-perspectives/venpa-stage-2-aadhirai-explicit-decision-record.md,PASS_DECISION_EVIDENCE
docs/10-screenplay-architecture/10H-source-perspectives/venpa-use-007-008-aadhirai-approval.md,PASS_AUTHORITY
docs/10-screenplay-architecture/10H-source-perspectives/venpa-use-007-008-aadhirai-linked-decision-options.md,PASS_DECISION_EVIDENCE
docs/10-screenplay-architecture/10H-source-perspectives/venpa-use-011-kayasandihai-revision-options.md,PASS_DECISION_EVIDENCE
docs/10-screenplay-architecture/10H-source-perspectives/venpa-use-016-aputhiran-decision-options.md,PASS_DECISION_EVIDENCE
docs/10-screenplay-architecture/10H-source-perspectives/venpa-use-027-manimekalai-grief-reinterpretation-options.md,PASS_DECISION_EVIDENCE
docs/10-screenplay-architecture/README.md,REPAIRED
docs/11-project-governance/2026-07-21-external-repository-review.md,PASS_STATIC
docs/11-project-governance/2026-07-21-full-repository-audit.md,CREATED_AUDIT_CONTROL
docs/11-project-governance/2026-07-21-project-handover.md,PASS_AUTHORITY_HISTORICAL_HEAD
docs/11-project-governance/2026-07-22-executable-validation-and-full-audit.md,CREATED_AUDIT_CONTROL_EXECUTED_PASS
docs/11-project-governance/README.md,REFRESHED_CURRENT_STATE
docs/11-project-governance/adaptation-risk-register.md,PASS_STATIC
docs/11-project-governance/private-source-handling.md,PASS_STATIC
docs/11-project-governance/repository-file-audit.csv,REFRESHED_EXHAUSTIVE_LEDGER
docs/11-project-governance/specialist-review-register.csv,REPAIRED_AFTER_AUDIT
docs/11-source-perspectives/manimekalai-venpa-adaptation-audit.md,HISTORICAL_FOUNDATION
docs/11-source-perspectives/manimekalai-venpa-perspective-register.md,HISTORICAL_FOUNDATION
docs/INDEX.md,REFRESHED_CURRENT_STATE
evidence/03H_architecture_evidence.csv,PASS_STATIC
evidence/03I_economy_evidence.csv,PASS_STATIC
evidence/evidence_register.csv,PASS_STATIC
evidence/evidence_register_03J_kingship.csv,PASS_STATIC
evidence/evidence_register_03K_gender_agency.csv,PASS_STATIC
evidence/evidence_register_04A_manimekalai.csv,PASS_STATIC
evidence/evidence_register_04B_madhavi.csv,PASS_STATIC
evidence/evidence_register_04C_sudhamathi.csv,PASS_STATIC
evidence/evidence_register_04D_udayakumaran.csv,PASS_STATIC
evidence/evidence_register_04E_aravana_adigal.csv,PASS_STATIC
evidence/evidence_register_04F_chitrapathi.csv,PASS_STATIC
evidence/evidence_register_04G_rajamadevi.csv,PASS_STATIC
evidence/evidence_register_04H_aputhiran.csv,PASS_STATIC
evidence/evidence_register_04I_kanchanan.csv,PASS_STATIC
evidence/evidence_register_04J_punniyarajan.csv,PASS_STATIC
evidence/evidence_register_04K_aadhirai.csv,PASS_STATIC
evidence/geography_evidence_register.csv,PASS_STATIC
scripts/validate_bilingual_screenplay.py,HARDENED_EXECUTED_PASS
scripts/validate_repository.py,HARDENED_EXECUTED_PASS
sources/primary/README.md,PASS_STATIC
sources/secondary/README.md,PASS_STATIC
sources/source_register.csv,REPAIRED
tests/test_validate_bilingual_screenplay.py,EXPANDED_EXECUTED_PASS
tests/test_validate_repository.py,EXPANDED_EXECUTED_PASS
